,state,action_space,reward,Q,action
4623,[43 22],d,-10,-9.4245,1
4624,[43 22],u,-10,-8.793875,0
4625,[43 22],l,-0.1,-0.10875000000000001,3
4626,[43 23],d,-10,-7.5225,1
4627,[43 23],d,-10,-8.78375,1
4628,[43 23],u,-0.1,-0.107625,0
4629,[42 23],u,-0.1,-0.10875000000000001,0
4630,[41 23],r,-0.1,-0.10875000000000001,2
4631,[41 22],r,-0.1,-0.16687500000000002,2
4632,[41 21],d,-10,-7.5421875,1
4633,[41 21],u,-10,-7.5421875,0
4634,[41 21],d,-10,-8.81328125,1
4635,[41 21],l,-0.1,-0.13062500000000002,3
4636,[41 22],l,-0.1,-0.12125000000000002,3
4637,[41 23],l,-10,-7.53375,3
4638,[41 23],d,-0.1,-0.12125000000000002,1
4639,[42 23],r,-10,-7.53375,2
4640,[42 23],d,-0.1,-0.12125000000000002,1
4641,[43 23],r,-0.1,-0.13643750000000002,2
4642,[43 22],l,-0.1,-0.14825000000000002,3
4643,[43 23],l,-0.1,-0.12125000000000001,3
4644,[43 24],l,-0.1,-0.0975,3
4645,[43 25],r,-0.1,-0.10875000000000001,2
4646,[43 24],d,-10,-7.53375,1
4647,[43 24],r,-0.1,-0.13593125,2
4648,[43 23],u,-0.1,-0.15275,0
4649,[42 23],u,-0.1,-0.15331250000000002,0
4650,[41 23],r,-0.1,-0.1589375,2
4651,[41 22],l,-0.1,-0.16518750000000004,3
4652,[41 23],l,-10,-8.8214375,3
4653,[41 23],d,-0.1,-0.16518750000000004,1
4654,[42 23],r,-10,-8.8214375,2
4655,[42 23],d,-0.1,-0.16518750000000001,1
4656,[43 23],l,-0.1,-0.15450000000000003,3
4657,[43 24],r,-0.1,-0.1793625,2
4658,[43 23],l,-0.1,-0.17112500000000003,3
4659,[43 24],l,-0.1,-0.12125000000000001,3
4660,[43 25],l,-0.1,-0.0975,3
4661,[43 26],l,-0.1,-0.07500000000000001,3
4662,[43 27],u,-0.1,-0.05,0
4663,[42 27],l,-10,-5.0,3
4664,[42 27],d,-0.1,-0.05,1
4665,[43 27],l,-10,-5.0,3
4666,[43 27],u,-0.1,-0.07500000000000001,0
4667,[42 27],u,-0.1,-0.05,0
4668,[41 27],l,-0.1,-0.05,3
4669,[41 28],u,-10,-5.0,0
4670,[41 28],r,-0.1,-0.05,2
4671,[41 27],l,-0.1,-0.07500000000000001,3
4672,[41 28],l,-0.1,-0.05,3
4673,[41 29],d,-10,-5.0,1
4674,[41 29],r,-0.1,-0.05,2
4675,[41 28],d,-10,-5.0,1
4676,[41 28],r,-0.1,-0.07500000000000001,2
4677,[41 27],r,-0.1,-0.05,2
4678,[41 26],d,-10,-5.0,1
4679,[41 26],l,-0.1,-0.05,3
4680,[41 27],r,-0.1,-0.07500000000000001,2
4681,[41 26],u,-10,-5.0,0
4682,[41 26],r,-0.1,-0.05,2
4683,[41 25],r,-10,-5.0,2
4684,[41 25],u,-10,-5.0,0
4685,[41 25],d,-10,-5.0,1
4686,[41 25],l,-0.1,-0.07250000000000001,3
4687,[41 26],d,-10,-7.5225,1
4688,[41 26],l,-0.1,-0.07500000000000001,3
4689,[41 27],l,-0.1,-0.11000000000000001,3
4690,[41 28],l,-0.1,-0.07500000000000001,3
4691,[41 29],l,-0.1,-0.05,3
4692,[41 30],u,-10,-5.0,0
4693,[41 30],d,-10,-5.0,1
4694,[41 30],l,-0.1,-0.05,3
4695,[41 31],l,-10,-5.0,3
4696,[41 31],d,-0.1,-0.05,1
4697,[42 31],d,-0.1,-0.05,1
4698,[43 31],d,-10,-5.0,1
4699,[43 31],u,-0.1,-0.05,0
4700,[42 31],l,-10,-5.0,3
4701,[42 31],r,-10,-5.0,2
4702,[42 31],u,-0.1,-0.05,0
4703,[41 31],r,-0.1,-0.05,2
4704,[41 30],r,-0.1,-0.05,2
4705,[41 29],u,-10,-5.0,0
4706,[41 29],l,-0.1,-0.0975,3
4707,[41 30],l,-0.1,-0.07500000000000001,3
4708,[41 31],u,-10,-5.0,0
4709,[41 31],r,-0.1,-0.0975,2
4710,[41 30],d,-10,-7.5225,1
4711,[41 30],r,-0.1,-0.0975,2
4712,[41 29],r,-0.1,-0.10875000000000001,2
4713,[41 28],l,-0.1,-0.13137500000000002,3
4714,[41 29],r,-0.1,-0.13812500000000003,2
4715,[41 28],r,-0.1,-0.08750000000000001,2
4716,[41 27],u,-10,-5.0,0
4717,[41 27],d,-0.1,-0.05,1
4718,[42 27],u,-0.1,-0.0975,0
4719,[41 27],d,-0.1,-0.07500000000000001,1
4720,[42 27],r,-10,-5.0,2
4721,[42 27],l,-10,-7.5225,3
4722,[42 27],d,-0.1,-0.0975,1
4723,[43 27],r,-0.1,-0.0975,2
4724,[43 26],r,-0.1,-0.11887500000000002,2
4725,[43 25],l,-0.1,-0.1325,3
4726,[43 26],l,-0.1,-0.12125000000000002,3
4727,[43 27],u,-0.1,-0.13137500000000002,0
4728,[42 27],d,-0.1,-0.142625,1
4729,[43 27],r,-0.1,-0.15224375,2
4730,[43 26],r,-0.1,-0.15837500000000002,2
4731,[43 25],r,-0.1,-0.1589375,2
4732,[43 24],r,-0.1,-0.201078125,2
4733,[43 23],u,-0.1,-0.19536562500000001,0
4734,[42 23],u,-0.1,-0.19817812500000004,0
4735,[41 23],r,-0.1,-0.20380312500000003,2
4736,[41 22],d,-10,-7.574334375,1
4737,[41 22],l,-0.1,-0.20692812500000005,3
4738,[41 23],d,-0.1,-0.20692812500000002,1
4739,[42 23],d,-0.1,-0.19399062500000003,1
4740,[43 23],r,-0.1,-0.1824,2
4741,[43 22],r,-0.1,-0.175875,2
4742,[43 21],d,-0.1,-0.16518750000000001,1
4743,[44 21],d,-0.1,-0.17733750000000004,1
4744,[45 21],u,-0.1,-0.1903565625,0
4745,[44 21],r,-10,-7.5662315625,2
4746,[44 21],d,-0.1,-0.20996562500000004,1
4747,[45 21],r,-0.1,-0.20608437500000004,2
4748,[45 20],l,-0.1,-0.221066703125,3
4749,[45 21],r,-0.1,-0.25252220390625,2
4750,[45 20],u,-10,-8.866355016406251,0
4751,[45 20],l,-0.1,-0.24619380468750002,3
4752,[45 21],u,-0.1,-0.21140984375,0
4753,[44 21],u,-0.1,-0.1849875,0
4754,[43 21],r,-10,-9.4662375,2
4755,[43 21],l,-0.1,-0.18493125,3
4756,[43 22],l,-0.1,-0.20113125000000004,3
4757,[43 23],l,-0.1,-0.19012500000000002,3
4758,[43 24],l,-0.1,-0.17025,3
4759,[43 25],u,-10,-7.559625,0
4760,[43 25],l,-0.1,-0.17081250000000003,3
4761,[43 26],r,-0.1,-0.20070937500000002,2
4762,[43 25],d,-10,-7.571521875,1
4763,[43 25],r,-0.1,-0.20608125000000002,2
4764,[43 24],d,-10,-8.8434875,1
4765,[43 24],u,-10,-8.8378625,0
4766,[43 24],l,-0.1,-0.21199062500000004,3
4767,[43 25],l,-0.1,-0.18996875000000002,3
4768,[43 26],l,-0.1,-0.16974375000000003,3
4769,[43 27],u,-0.1,-0.15956250000000002,0
4770,[42 27],u,-0.1,-0.1325,0
4771,[41 27],d,-0.1,-0.147125,1
4772,[42 27],u,-0.1,-0.15000000000000002,0
4773,[41 27],r,-0.1,-0.11000000000000001,2
4774,[41 26],r,-0.1,-0.107625,2
4775,[41 25],l,-0.1,-0.12000000000000002,3
4776,[41 26],l,-0.1,-0.137,3
4777,[41 27],l,-0.1,-0.14437500000000003,3
4778,[41 28],d,-10,-7.539375,1
4779,[41 28],u,-10,-7.539375,0
4780,[41 28],l,-0.1,-0.15956250000000002,3
4781,[41 29],l,-0.1,-0.1325,3
4782,[41 30],d,-10,-8.795,1
4783,[41 30],d,-10,-9.43125,1
4784,[41 30],l,-0.1,-0.11000000000000001,3
4785,[41 31],l,-10,-7.5225,3
4786,[41 31],r,-0.1,-0.142625,2
4787,[41 30],r,-0.1,-0.158375,2
4788,[41 29],l,-0.1,-0.16575,3
4789,[41 30],d,-10,-9.765125000000001,1
4790,[41 30],l,-0.1,-0.1275,3
4791,[41 31],d,-0.1,-0.0975,1
4792,[42 31],l,-10,-7.5225,3
4793,[42 31],r,-10,-7.5225,2
4794,[42 31],u,-0.1,-0.11887500000000002,0
4795,[41 31],d,-0.1,-0.12125000000000001,1
4796,[42 31],r,-10,-8.78375,2
4797,[42 31],d,-0.1,-0.07500000000000001,1
4798,[43 31],d,-10,-7.5,1
4799,[43 31],r,-0.1,-0.05,2
4800,[43 30],r,-0.1,-0.05,2
4801,[43 29],l,-0.1,-0.05,3
4802,[43 30],u,-10,-5.0,0
4803,[43 30],l,-0.1,-0.05,3
4804,[43 31],r,-0.1,-0.07500000000000001,2
4805,[43 30],d,-10,-5.0,1
4806,[43 30],r,-0.1,-0.07500000000000001,2
4807,[43 29],d,-10,-5.0,1
4808,[43 29],d,-10,-7.5,1
4809,[43 29],d,-10,-8.75,1
4810,[43 29],u,-10,-5.0,0
4811,[43 29],r,-10,-5.0,2
4812,[43 29],d,-10,-9.3975,1
4813,[43 29],u,-10,-7.5225,0
4814,[43 29],r,-10,-7.5225,2
4815,[43 29],l,-0.1,-0.0975,3
4816,[43 30],l,-0.1,-0.07500000000000001,3
4817,[43 31],r,-0.1,-0.12125000000000002,2
4818,[43 30],l,-0.1,-0.08750000000000001,3
4819,[43 31],l,-0.1,-0.05,3
4820,[43 32],d,-10,-5.0,1
4821,[43 32],r,-0.1,-0.07250000000000001,2
4822,[43 31],d,-10,-8.7725,1
4823,[43 31],u,-0.1,-0.10875000000000001,0
4824,[42 31],d,-0.1,-0.11000000000000001,1
4825,[43 31],u,-0.1,-0.153875,0
4826,[42 31],d,-0.1,-0.1275,1
4827,[43 31],r,-0.1,-0.14437500000000003,2
4828,[43 30],l,-0.1,-0.11625000000000002,3
4829,[43 31],l,-0.1,-0.07500000000000001,3
4830,[43 32],r,-0.1,-0.12000000000000002,2
4831,[43 31],l,-0.1,-0.08750000000000001,3
4832,[43 32],l,-0.1,-0.05,3
4833,[43 33],d,-10,-5.0,1
4834,[43 33],l,-10,-5.0,3
4835,[43 33],r,-0.1,-0.05,2
4836,[43 32],u,-10,-5.0,0
4837,[43 32],l,-0.1,-0.07500000000000001,3
4838,[43 33],u,-0.1,-0.05,0
4839,[42 33],u,-0.1,-0.05,0
4840,[41 33],u,-0.1,-0.05,0
4841,[40 33],u,-0.1,-0.05,0
4842,[39 33],r,-10,-5.0,2
4843,[39 33],u,-0.1,-0.05,0
4844,[38 33],r,-10,-5.0,2
4845,[38 33],d,-0.1,-0.05,1
4846,[39 33],d,-0.1,-0.05,1
4847,[40 33],r,-10,-5.0,2
4848,[40 33],d,-0.1,-0.05,1
4849,[41 33],d,-0.1,-0.05,1
4850,[42 33],d,-0.1,-0.07250000000000001,1
4851,[43 33],d,-10,-7.5225,1
4852,[43 33],u,-0.1,-0.07500000000000001,0
4853,[42 33],r,-10,-5.0,2
4854,[42 33],d,-0.1,-0.10875000000000001,1
4855,[43 33],r,-0.1,-0.10875000000000001,2
4856,[43 32],l,-0.1,-0.12125000000000002,3
4857,[43 33],l,-10,-7.53375,3
4858,[43 33],u,-0.1,-0.08750000000000001,0
4859,[42 33],l,-10,-5.0,3
4860,[42 33],d,-0.1,-0.14375000000000002,1
4861,[43 33],u,-0.1,-0.11625000000000002,0
4862,[42 33],r,-10,-7.5225,2
4863,[42 33],u,-0.1,-0.07500000000000001,0
4864,[41 33],d,-0.1,-0.10875000000000001,1
4865,[42 33],u,-0.1,-0.08750000000000001,0
4866,[41 33],l,-10,-5.0,3
4867,[41 33],r,-10,-5.0,2
4868,[41 33],u,-0.1,-0.07500000000000001,0
4869,[40 33],d,-0.1,-0.10875000000000001,1
4870,[41 33],u,-0.1,-0.08750000000000001,0
4871,[40 33],l,-10,-5.0,3
4872,[40 33],u,-0.1,-0.07500000000000001,0
4873,[39 33],u,-0.1,-0.07500000000000001,0
4874,[38 33],u,-0.1,-0.05,0
4875,[37 33],d,-0.1,-0.05,1
4876,[38 33],l,-10,-5.0,3
4877,[38 33],d,-0.1,-0.07500000000000001,1
4878,[39 33],l,-10,-5.0,3
4879,[39 33],d,-0.1,-0.10875000000000001,1
4880,[40 33],u,-0.1,-0.12125000000000002,0
4881,[39 33],u,-0.1,-0.11000000000000001,0
4882,[38 33],u,-0.1,-0.07500000000000001,0
4883,[37 33],r,-10,-5.0,2
4884,[37 33],d,-0.1,-0.10875000000000001,1
4885,[38 33],u,-0.1,-0.08750000000000001,0
4886,[37 33],r,-10,-7.5,2
4887,[37 33],u,-0.1,-0.05,0
4888,[36 33],u,-0.1,-0.05,0
4889,[35 33],r,-10,-5.0,2
4890,[35 33],l,-10,-5.0,3
4891,[35 33],d,-0.1,-0.05,1
4892,[36 33],r,-10,-5.0,2
4893,[36 33],l,-10,-5.0,3
4894,[36 33],d,-0.1,-0.05,1
4895,[37 33],r,-10,-8.75,2
4896,[37 33],l,-10,-5.0,3
4897,[37 33],u,-0.1,-0.0975,0
4898,[36 33],r,-10,-7.5225,2
4899,[36 33],u,-0.1,-0.07500000000000001,0
4900,[35 33],u,-0.1,-0.05,0
4901,[34 33],u,-0.1,-0.05,0
4902,[33 33],u,-10,-5.0,0
4903,[33 33],l,-10,-5.0,3
4904,[33 33],r,-0.1,-0.05,2
4905,[33 32],d,-10,-5.0,1
4906,[33 32],u,-10,-5.0,0
4907,[33 32],d,-10,-7.5,1
4908,[33 32],r,-0.1,-0.05,2
4909,[33 31],d,-0.1,-0.05,1
4910,[34 31],l,-10,-5.0,3
4911,[34 31],r,-10,-5.0,2
4912,[34 31],d,-0.1,-0.05,1
4913,[35 31],d,-0.1,-0.05,1
4914,[36 31],r,-10,-5.0,2
4915,[36 31],u,-0.1,-0.05,0
4916,[35 31],u,-0.1,-0.05,0
4917,[34 31],u,-0.1,-0.05,0
4918,[33 31],l,-0.1,-0.05,3
4919,[33 32],l,-0.1,-0.05,3
4920,[33 33],l,-10,-7.5,3
4921,[33 33],l,-10,-8.75,3
4922,[33 33],l,-10,-9.375,3
4923,[33 33],d,-0.1,-0.05,1
4924,[34 33],r,-10,-5.0,2
4925,[34 33],r,-10,-7.5,2
4926,[34 33],l,-10,-5.0,3
4927,[34 33],d,-0.1,-0.07250000000000001,1
4928,[35 33],d,-0.1,-0.0975,1
4929,[36 33],d,-0.1,-0.11887500000000002,1
4930,[37 33],r,-10,-9.418875,2
4931,[37 33],u,-0.1,-0.1325,0
4932,[36 33],u,-0.1,-0.11000000000000001,0
4933,[35 33],r,-10,-7.5225,2
4934,[35 33],u,-0.1,-0.0975,0
4935,[34 33],u,-0.1,-0.0975,0
4936,[33 33],r,-0.1,-0.0975,2
4937,[33 32],r,-0.1,-0.07500000000000001,2
4938,[33 31],r,-10,-5.0,2
4939,[33 31],d,-0.1,-0.0975,1
4940,[34 31],r,-10,-7.5225,2
4941,[34 31],d,-0.1,-0.07500000000000001,1
4942,[35 31],d,-0.1,-0.07500000000000001,1
4943,[36 31],u,-0.1,-0.07500000000000001,0
4944,[35 31],l,-10,-5.0,3
4945,[35 31],r,-10,-5.0,2
4946,[35 31],u,-0.1,-0.0975,0
4947,[34 31],u,-0.1,-0.07500000000000001,0
4948,[33 31],r,-10,-7.5,2
4949,[33 31],l,-0.1,-0.0975,3
4950,[33 32],l,-0.1,-0.0975,3
4951,[33 33],u,-10,-7.5225,0
4952,[33 33],u,-10,-8.78375,0
4953,[33 33],d,-0.1,-0.107625,1
4954,[34 33],d,-0.1,-0.13012500000000002,1
4955,[35 33],d,-0.1,-0.14825,1
4956,[36 33],r,-10,-8.81075,2
4957,[36 33],r,-10,-9.454875000000001,2
4958,[36 33],u,-0.1,-0.14887500000000004,0
4959,[35 33],u,-0.1,-0.142625,0
4960,[34 33],u,-0.1,-0.142625,0
4961,[33 33],r,-0.1,-0.1325,2
4962,[33 32],d,-10,-8.783750000000001,1
4963,[33 32],r,-0.1,-0.08750000000000001,2
4964,[33 31],u,-0.1,-0.05,0
4965,[32 31],u,-0.1,-0.05,0
4966,[31 31],u,-10,-5.0,0
4967,[31 31],u,-10,-7.5,0
4968,[31 31],d,-0.1,-0.05,1
4969,[32 31],r,-10,-5.0,2
4970,[32 31],l,-10,-5.0,3
4971,[32 31],u,-0.1,-0.07500000000000001,0
4972,[31 31],d,-0.1,-0.07500000000000001,1
4973,[32 31],d,-0.1,-0.07250000000000001,1
4974,[33 31],r,-10,-8.7725,2
4975,[33 31],d,-0.1,-0.1325,1
4976,[34 31],l,-10,-7.53375,3
4977,[34 31],r,-10,-8.795,2
4978,[34 31],l,-10,-8.800625,3
4979,[34 31],d,-0.1,-0.12125000000000002,1
4980,[35 31],d,-0.1,-0.08750000000000001,1
4981,[36 31],d,-0.1,-0.05,1
4982,[37 31],l,-10,-5.0,3
4983,[37 31],d,-0.1,-0.05,1
4984,[38 31],d,-0.1,-0.05,1
4985,[39 31],u,-0.1,-0.05,0
4986,[38 31],l,-10,-5.0,3
4987,[38 31],u,-0.1,-0.05,0
4988,[37 31],u,-0.1,-0.05,0
4989,[36 31],d,-0.1,-0.07500000000000001,1
4990,[37 31],r,-10,-5.0,2
4991,[37 31],d,-0.1,-0.07500000000000001,1
4992,[38 31],l,-10,-7.5,3
4993,[38 31],r,-10,-5.0,2
4994,[38 31],d,-0.1,-0.07500000000000001,1
4995,[39 31],d,-10,-5.0,1
4996,[39 31],l,-10,-5.0,3
4997,[39 31],r,-0.1,-0.05,2
4998,[39 30],u,-10,-5.0,0
4999,[39 30],d,-10,-5.0,1
5000,[39 30],u,-10,-7.5,0
5001,[39 30],r,-0.1,-0.05,2
5002,[39 29],d,-10,-5.0,1
5003,[39 29],l,-0.1,-0.05,3
5004,[39 30],r,-0.1,-0.07500000000000001,2
5005,[39 29],u,-10,-5.0,0
5006,[39 29],u,-10,-7.5,0
5007,[39 29],r,-0.1,-0.05,2
5008,[39 28],u,-10,-5.0,0
5009,[39 28],u,-10,-7.5,0
5010,[39 28],d,-10,-5.0,1
5011,[39 28],r,-0.1,-0.05,2
5012,[39 27],d,-10,-5.0,1
5013,[39 27],r,-10,-5.0,2
5014,[39 27],u,-10,-5.0,0
5015,[39 27],l,-0.1,-0.05,3
5016,[39 28],l,-0.1,-0.07250000000000001,3
5017,[39 29],r,-0.1,-0.0975,2
5018,[39 28],u,-10,-8.7725,0
5019,[39 28],r,-0.1,-0.0975,2
5020,[39 27],l,-0.1,-0.107625,3
5021,[39 28],l,-0.1,-0.10875000000000001,3
5022,[39 29],l,-0.1,-0.07500000000000001,3
5023,[39 30],u,-10,-8.75,0
5024,[39 30],u,-10,-9.375,0
5025,[39 30],r,-0.1,-0.12125000000000002,2
5026,[39 29],l,-0.1,-0.08750000000000001,3
5027,[39 30],l,-0.1,-0.07250000000000001,3
5028,[39 31],r,-0.1,-0.107625,2
5029,[39 30],u,-10,-9.720125,0
5030,[39 30],u,-10,-9.892687500000001,0
5031,[39 30],u,-10,-9.97896875,0
5032,[39 30],l,-0.1,-0.10875000000000001,3
5033,[39 31],u,-0.1,-0.0975,0
5034,[38 31],u,-0.1,-0.0975,0
5035,[37 31],u,-0.1,-0.07500000000000001,0
5036,[36 31],l,-10,-5.0,3
5037,[36 31],d,-0.1,-0.12125000000000002,1
5038,[37 31],d,-0.1,-0.12125000000000002,1
5039,[38 31],l,-10,-8.783750000000001,3
5040,[38 31],u,-0.1,-0.1325,0
5041,[37 31],u,-0.1,-0.12125000000000002,0
5042,[36 31],u,-0.1,-0.12687500000000002,0
5043,[35 31],l,-10,-7.539375,3
5044,[35 31],d,-0.1,-0.1483125,1
5045,[36 31],d,-0.1,-0.16518750000000004,1
5046,[37 31],d,-0.1,-0.14437500000000003,1
5047,[38 31],d,-0.1,-0.13137500000000002,1
5048,[39 31],u,-0.1,-0.15786875,0
5049,[38 31],d,-0.1,-0.16411875,1
5050,[39 31],r,-0.1,-0.15275,2
5051,[39 30],l,-0.1,-0.1731125,3
5052,[39 31],r,-0.1,-0.18093750000000003,2
5053,[39 30],r,-0.1,-0.15000000000000002,2
5054,[39 29],l,-0.1,-0.16125,3
5055,[39 30],r,-0.1,-0.16887500000000003,2
5056,[39 29],r,-0.1,-0.142625,2
5057,[39 28],r,-0.1,-0.14718124999999999,2
5058,[39 27],l,-0.1,-0.15275,3
5059,[39 28],r,-0.1,-0.19232812500000002,2
5060,[39 27],l,-0.1,-0.1753125,3
5061,[39 28],l,-0.1,-0.16855625000000002,3
5062,[39 29],r,-0.1,-0.1971628125,2
5063,[39 28],l,-0.1,-0.206840625,3
5064,[39 29],l,-0.1,-0.20661875000000002,3
5065,[39 30],r,-0.1,-0.22316076562500003,2
5066,[39 29],r,-0.1,-0.2351290625,2
5067,[39 28],r,-0.1,-0.22505468750000002,2
5068,[39 27],l,-0.1,-0.23073453124999999,3
5069,[39 28],u,-10,-9.479328281250002,0
5070,[39 28],d,-10,-7.59307828125,1
5071,[39 28],r,-0.1,-0.2663578828125,2
5072,[39 27],l,-0.1,-0.258445546875,3
5073,[39 28],l,-0.1,-0.24639875,3
5074,[39 29],l,-0.1,-0.23121,3
5075,[39 30],l,-0.1,-0.2075971875,3
5076,[39 31],r,-0.1,-0.23388748437500004,2
5077,[39 30],l,-0.1,-0.22483953125,3
5078,[39 31],u,-0.1,-0.188559375,0
5079,[38 31],u,-0.1,-0.17081250000000003,0
5080,[37 31],u,-0.1,-0.16771875000000003,0
5081,[36 31],u,-0.1,-0.15731250000000002,0
5082,[35 31],u,-0.1,-0.1325,0
5083,[34 31],u,-0.1,-0.11000000000000001,0
5084,[33 31],u,-0.1,-0.107625,0
5085,[32 31],d,-0.1,-0.13012500000000002,1
5086,[33 31],d,-0.1,-0.16575,1
5087,[34 31],u,-0.1,-0.14887500000000004,0
5088,[33 31],l,-0.1,-0.138125,3
5089,[33 32],r,-0.1,-0.14218125,2
5090,[33 31],u,-0.1,-0.13756250000000003,0
5091,[32 31],u,-0.1,-0.08750000000000001,0
5092,[31 31],r,-10,-5.0,2
5093,[31 31],r,-10,-7.5,2
5094,[31 31],d,-0.1,-0.12687500000000002,1
5095,[32 31],u,-0.1,-0.09375,0
5096,[31 31],l,-0.1,-0.05,3
5097,[31 32],r,-0.1,-0.07250000000000001,2
5098,[31 31],l,-0.1,-0.07500000000000001,3
5099,[31 32],u,-10,-5.0,0
5100,[31 32],d,-10,-5.0,1
5101,[31 32],l,-0.1,-0.05,3
5102,[31 33],r,-0.1,-0.07250000000000001,2
5103,[31 32],d,-10,-7.5225,1
5104,[31 32],l,-0.1,-0.07500000000000001,3
5105,[31 33],u,-10,-5.0,0
5106,[31 33],u,-10,-7.5,0
5107,[31 33],l,-0.1,-0.05,3
5108,[31 34],r,-0.1,-0.05,2
5109,[31 33],u,-10,-8.75,0
5110,[31 33],d,-10,-5.0,1
5111,[31 33],l,-0.1,-0.07500000000000001,3
5112,[31 34],d,-10,-5.0,1
5113,[31 34],l,-0.1,-0.05,3
5114,[31 35],u,-10,-5.0,0
5115,[31 35],l,-0.1,-0.05,3
5116,[31 36],u,-10,-5.0,0
5117,[31 36],l,-0.1,-0.05,3
5118,[31 37],l,-10,-5.0,3
5119,[31 37],l,-10,-7.5,3
5120,[31 37],r,-0.1,-0.05,2
5121,[31 36],d,-10,-5.0,1
5122,[31 36],r,-0.1,-0.05,2
5123,[31 35],d,-0.1,-0.05,1
5124,[32 35],l,-10,-5.0,3
5125,[32 35],r,-10,-5.0,2
5126,[32 35],u,-0.1,-0.05,0
5127,[31 35],r,-0.1,-0.05,2
5128,[31 34],u,-10,-5.0,0
5129,[31 34],l,-0.1,-0.0975,3
5130,[31 35],r,-0.1,-0.0975,2
5131,[31 34],u,-10,-7.5225,0
5132,[31 34],r,-0.1,-0.107625,2
5133,[31 33],r,-0.1,-0.11887500000000001,2
5134,[31 32],r,-0.1,-0.12000000000000002,2
5135,[31 31],l,-0.1,-0.12125000000000002,3
5136,[31 32],l,-0.1,-0.12125000000000002,3
5137,[31 33],l,-0.1,-0.13137500000000002,3
5138,[31 34],d,-10,-7.543875,1
5139,[31 34],u,-10,-8.805125,0
5140,[31 34],r,-0.1,-0.15730625,2
5141,[31 33],r,-0.1,-0.1634375,2
5142,[31 32],r,-0.1,-0.16456250000000003,2
5143,[31 31],l,-0.1,-0.16518750000000004,3
5144,[31 32],l,-0.1,-0.16974375000000003,3
5145,[31 33],u,-10,-9.43411875,0
5146,[31 33],l,-0.1,-0.15956250000000002,3
5147,[31 34],r,-0.1,-0.20045625,2
5148,[31 33],l,-0.1,-0.17365625,3
5149,[31 34],l,-0.1,-0.12125000000000001,3
5150,[31 35],r,-0.1,-0.15331250000000002,2
5151,[31 34],l,-0.1,-0.13312500000000002,3
5152,[31 35],d,-0.1,-0.07500000000000001,1
5153,[32 35],d,-0.1,-0.05,1
5154,[33 35],l,-10,-5.0,3
5155,[33 35],u,-0.1,-0.07250000000000001,0
5156,[32 35],u,-0.1,-0.0975,0
5157,[31 35],l,-0.1,-0.0975,3
5158,[31 36],r,-0.1,-0.10875000000000001,2
5159,[31 35],l,-0.1,-0.12125000000000001,3
5160,[31 36],l,-0.1,-0.07500000000000001,3
5161,[31 37],l,-10,-8.75,3
5162,[31 37],d,-10,-5.0,1
5163,[31 37],u,-10,-5.0,0
5164,[31 37],d,-10,-7.5225,1
5165,[31 37],r,-0.1,-0.10875000000000001,2
5166,[31 36],r,-0.1,-0.13812500000000003,2
5167,[31 35],r,-0.1,-0.18656250000000002,2
5168,[31 34],l,-0.1,-0.15031250000000002,3
5169,[31 35],d,-0.1,-0.11000000000000001,1
5170,[32 35],d,-0.1,-0.07500000000000001,1
5171,[33 35],r,-10,-5.0,2
5172,[33 35],r,-10,-7.5,2
5173,[33 35],u,-0.1,-0.12000000000000002,0
5174,[32 35],d,-0.1,-0.08750000000000001,1
5175,[33 35],r,-10,-8.75,2
5176,[33 35],d,-0.1,-0.05,1
5177,[34 35],d,-0.1,-0.05,1
5178,[35 35],d,-10,-5.0,1
5179,[35 35],l,-10,-5.0,3
5180,[35 35],l,-10,-7.5,3
5181,[35 35],u,-0.1,-0.05,0
5182,[34 35],l,-10,-5.0,3
5183,[34 35],r,-10,-5.0,2
5184,[34 35],r,-10,-7.5,2
5185,[34 35],l,-10,-7.5,3
5186,[34 35],l,-10,-8.75,3
5187,[34 35],u,-0.1,-0.07250000000000001,0
5188,[33 35],d,-0.1,-0.0975,1
5189,[34 35],r,-10,-8.7725,2
5190,[34 35],d,-0.1,-0.07500000000000001,1
5191,[35 35],r,-10,-5.0,2
5192,[35 35],d,-10,-7.5225,1
5193,[35 35],u,-0.1,-0.107625,0
5194,[34 35],l,-10,-9.407625,3
5195,[34 35],u,-0.1,-0.13012500000000002,0
5196,[33 35],d,-0.1,-0.1325,1
5197,[34 35],d,-0.1,-0.13593125,1
5198,[35 35],u,-0.1,-0.16236875,0
5199,[34 35],r,-10,-9.44480625,2
5200,[34 35],u,-0.1,-0.1690625,0
5201,[33 35],u,-0.1,-0.14937500000000004,0
5202,[32 35],d,-0.1,-0.15337499999999998,1
5203,[33 35],d,-0.1,-0.1774190625,1
5204,[34 35],l,-10,-9.764981562500001,3
5205,[34 35],d,-0.1,-0.19103156250000003,1
5206,[35 35],u,-0.1,-0.20726250000000002,0
5207,[34 35],u,-0.1,-0.20175000000000004,0
5208,[33 35],u,-0.1,-0.16856250000000003,0
5209,[32 35],u,-0.1,-0.14825,0
5210,[31 35],u,-10,-7.5495,0
5211,[31 35],d,-0.1,-0.1717125,1
5212,[32 35],l,-10,-7.5667125,3
5213,[32 35],r,-10,-7.5667125,2
5214,[32 35],l,-10,-8.85006875,3
5215,[32 35],u,-0.1,-0.1786875,0
5216,[31 35],l,-0.1,-0.14437500000000003,3
5217,[31 36],l,-0.1,-0.13643750000000002,3
